index:ID,name,code,status,:LABEL,业绩变动,预计净利润(元),业绩变动幅度,业绩变动原因,预告类型,上年同期净利润(元),公告日期
201960,太安堂,2433,normal,企业,"预计2018年1-9月归属于上市公司股东的净利润盈利:220,100万元-240,100万元,比上年同期增长62.91%-77.72%。	","22.01亿～24.01亿	","62.91%	～77.72%		","报告期内,公司石化化纤产业链一体化优势更加显著,公司主营产品盈利能力大幅增强。其中:1、主营产品PTA受益于行业格局向好,集中度继续提高,落后产能出清且新增产能大幅放缓;同时下游需求保持旺盛,价格开启上行通道,盈利能力显著增强,特别是3季度单季利润快速增长。2、聚酯化纤产品行情持续向好,行业延续景气周期,其中公司涤纶长丝、涤纶短纤和聚酯瓶片等龙头产品产销两旺,产品价差继续回升。3、由于公司己内酰胺产品质量优异,加工成本持续降低,持续占领高端产品市场,产品盈利能力显著增强。4、公司继续增强生产经营协调能力,加大实施精益生产、智能制造和科研创新,通过生产、销售、管理主要环节对大数据的充分转化利用,实现生产和经营成本的持续降低,库存和市场精准定位,产品结构的持续优化,经营效益显著。","预增	","13.51亿	","2018-08-28	"
201961,中百集团,759,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利55,133.58万元-64,133.58万元,同比上年增长37%-60%	","5.51亿～6.41亿	","37%	～60%		","本期业绩预增的主要原因是公司处置资产所致。为盘活公司存量资产,提高资金使用效率和效益,2018年,公司处置了与稀土选矿有关的稀土矿石、生产厂房、设备等实物资产,处置资产产生的净利润使2018年度归属于上市公司股东的净利润同比预增,归属于上市公司股东的扣除非经常性损益的净利润同比预增。同时,公司通过在生产、营销、科研、管理、项目建设、产业链延伸与转型升级等方面改革创新、统筹运作、协同发力,对本次业绩预增起到了支撑和促进作用。","预增	","4.01亿	","2019-01-11	"
201962,长信科技,300088,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:4,601.73万元至6,573.9万元,同比上年下降:0%至30%。	","4602万～6574万	","-30%	～0%		","报告期内,公司围绕“系统化、国际化”的发展战略,持续关注国内外制药行业发展情况及市场动态,优化研发管理中心运行机制和内部协同,充分调动研发体系创新活力,突破技术难点,满足全球市场需求。报告期内,公司人工成本较上年同期增加、汇兑收益较上年同期减少,归属于上市公司股东的净利润预计比上年同期下降0%-30%。报告期内预计非经常性损益对净利润的影响金额为3,600.00万元左右(上年同期非经常性损益对净利润的影响金额为3,740.67万元)。","略减	","6574万	","2019-10-11	"
201963,飞天诚信,300386,normal,企业,"预计公司2007年度净利润比上年同期增长100％－150％。	","0	","150%		",-,"预增	","2.88亿	","2008-01-24	"
201964,浙江交科,2061,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:25,000万元-37,000万元。	","-3.70亿～-2.50亿	","-220.5%	～-181.42%		","受宏观经济环境、行业竟争激烈和短期流动性资金压力的综合影响,公司的营收和利润较去年下幅较大,预计受盖板玻璃业务影响亏损较大。","首亏	","3.07亿	","2019-08-30	"
201965,远兴能源,683,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利:95,000万元-106,500万元,同比上年增长:289.38%-336.52%。	","9.50亿～10.65亿	","289.38%	～336.52%		","公司2017年经营业绩同向大幅上升的主要原因为:2017年,受国家供给侧结构性改革政策的持续影响,煤炭市场持续向好,公司煤炭产品售价较上年同期大幅上涨,同时公司加大经营管控,科学安排煤炭生产,提质增效,增加收益。","预增	","2.44亿	","2018-01-27	"
201966,兴齐眼药,300573,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润亏损:180000万元-220000万元。	","-22.00亿～-18.00亿	","-1061.98%	～-850.71%		","(一)计提减值损失影响。1、由于子公司林州市林丰铝电有限责任公司(以下简称“林丰铝电”)用电成本较高,亏损严重,经公司董事会研究决定,报告期内将林丰铝电全面关停并进行产能转移,根据《企业会计准则》相关规定,公司对其计提固定资产减值准备约7亿元。2、根据《企业会计准则》相关规定,公司2018年共计提存货减值和坏帐准备等资产减值损失3亿元以上。(二)供暖季限产影响。受供暖季限产政策影响,公司实行弹性生产,产品产量大幅下降,影响公司利润较去年同期减少4.2亿元。(三)原材料价格影响。2018年铝行业形势依然严峻,电解铝价格持续下跌,氧化铝、原煤等主要原材料价格居高不下,影响公司利润较去年同期减少4.8亿元。","增亏	","-1.89亿	","2019-01-31	"
201967,雷迪克,300652,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:500万元至1,500万元。	","500万～1500万	","102.97%	～108.9%		","1、报告期内,受生产效率提高、制造费用降低及销售扩大等多重因素影响,主营业务毛利大幅增长。2、报告期内,公司加大清理应收账款、处置闲置资产力度,调整资产负债结构,折旧费用、财务费用和资产减值损失比同期大幅降低。3、2019年度第一次临时股东大会审议通过的《关于出售资产暨关联交易的议案》,公司向威海威高齐全医疗设备有限公司转让了位于环山路698号的6宗土地使用权及地上建筑物、构筑物,该项交易预计产生收益约5,600万元。","扭亏	","-1.69亿	","2019-10-15	"
201968,迅游科技,300467,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:64,000万元至70,000万元,同比上年下降:7.38%至15.32%。	","6.40亿～7.00亿	","-15.32%	～-7.38%		","1、2019年第三季度,公司线上业务运行良好,汤姆猫系列移动应用累计下载量已超100亿次,汤姆猫家族系列动画全网累计点击量超400亿次,巨大的线上流量有效地带动了公司大数据广告分发业务良好的发展态势。同时,公司线下业务推进有序,在授权业务中公司与喜马拉雅、一鸣食品、卓牧乳业、家有好面等多家品牌商达成IP授权合作,通过品牌商家授权,有效提升公司IP渗透率,为授权业务后续开展夯实了基础;期内,公司发布了“TalkingTomAndFriends2020春夏新品”,该次面世的衍生产品涵盖服装、配饰、家居、文具、公仔等多品类超450余款新品。公司以“会说话的汤姆猫家族”IP为中心点的全栖IP生态布局的逐步落地,将进一步促进公司线上与线下业务的高效协同和良性发展。(公司2019年上半年度业务经营情况详见公司《2019年半年度报告》)2、报告期内,公司衍生品开发、亲子乐园等线下业务发展态势良好,但仍处于持续投入阶段,对公司短期业绩有一定影响。3、报告期内,因业务发展需要,公司相关费用等支出较上年同期有所增加。4、预计报告期内非经常性损益约为4,500万元。","略减	","7.56亿	","2019-09-26	"
201969,合诚股份,603909,normal,企业,"预计2018年1-6月归属于上市公司股东的净利润盈利34,117万元-38,117万元,同比减少约34%-41%。	","3.41亿～3.81亿	","-41%	～-34%		","截至2018年6月30日,公司持有中油资本175,763,182股,投资成本19亿元。根据公司投资中油资本时的董事会决议,公司将该限制性股票纳入市值管理,并对其进行业绩评价,故公司按照会计准则,根据管理金融资产的业务模式,将中油资本限售股股票指定为以公允价值计量且变动计入损益的金融资产。本报告期内,经测算利润表初步确认中油资本公允价值变动的收益约为-40,088万元,将影响公司2018年半年度归属于上市公司股东的净利润约为-34,075万元。除上述非经常性损益外,公司未发现影响经营业绩的其他重大事项,公司主营业务的各项经营活动一切正常。","略减	","5.81亿	","2018-07-28	"
201970,塞力斯,603716,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:23,595.41万元至26,217.12万元,同比上年增长:80%至100%。	","2.36亿～2.62亿	","80%	～100%		","1、报告期内,公司传统大型智能成套装备产品、战略性新产品等主要业务收入全面增长,带动公司整体收入及净利润增长。2、公司节能减排环保领域哈尔滨博奥环境技术有限公司部分项目实现收入,同比扭亏增利,贡献利润。","预增	","1.31亿	","2019-10-15	"
201971,百隆东方,601339,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润为325,000万元-390,000万元,同比增加57.64%-89.17%。	","32.50亿～39.00亿	","57.64%	～89.17%		","1、公司以现金方式收购广州医药有限公司(“医药公司”)30%股权的重大资产购买事项于2018年实施完毕,医药公司成为公司持股80%的控股子公司,并纳入公司的合并范围。公司对于购买日之前持有的被购买方的股权,按照该股权在购买日的公允价值进行重新计量,公允价值与其账面价值的差额82,577万元计入本年度利润表的项目。2、公司收购广州王老吉药业股份有限公司(“王老吉药业”)48.0465%股权事项于2018年完成,王老吉药业成为公司持股96.093%的控股子公司,并纳入公司合并范围,由此确认的相关股权合并收益17,088万元计入本年度利润表的项目。3、根据公司对云南鸿翔一心堂药业(集团)股份有限公司具有重大影响的判断,公司于2018年5月将持有该公司股权从“其他非流动金融资产”转入“长期股权投资”的权益法核算。该投资公允价值增加25,493万元计入本年度利润表的公允价值变动损益项目,从而增加本年度利润总额。4、公司持有重药控股股份有限公司股权公允价值较2018年初下降,该减少额13,586万元计入本年度利润表的公允价值变动损益项目,从而减少本年度利润总额。","预增	","20.62亿	","2019-01-31	"
201972,菲林格尔,603226,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:1,026,692.9万元-1,166,696.5万元,比上年同期增长:10%-25%。	","102.67亿～116.67亿	","10%	～25%		",业务规模扩大、盈利能力增强。,"略增	","93.34亿	","2018-10-30	"
201973,华鼎股份,601113,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:15,564.30万元-17,509.84万元,同比上年上升:60%-80%。	","1.56亿～1.75亿	","60%	～80%		","公司积极实施创新驱动发展战略,培育壮大新动能,外转子风机、ECM电机、伺服电机等实现较快增长,成本费用有效管控,毛利率有所上升,综上,预计利润实现增长。","预增	","9728万	","2019-10-29	"
201974,平潭发展,592,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:2,307.79万元至2,809.48万元,同比上年增长:15%至40%。	","2308万～2809万	","15%	～40%		","报告期内,行业竞争不断加剧,公司积极应对,凝心聚力,稳步有序地推进各项工作,沿着智能制造方向加快技术创新和产品迭代来顺应市场的发展趋势,抢占新兴市场份额,持续拓宽产品线和开拓新的业务领域,强化客户开发,努力落实各项发展目标,不断完善各子公司的产业布局。本报告期内,经营业绩仍呈现持续增长态势。本报告期非经常性损益对净利润的影响金额预计为351.68万元。","略增	","2007万	","2019-10-14	"
201975,威龙股份,603779,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利:约2,420,000万元,同比上年增长:5%。	","242.00亿	","5%		","2019年上半年,本集团克服煤炭销售量下降的不利因素,加强产运销一体化协同运营和资金管理,做好合资公司标的资产移交工作,实现总体平稳高质量发展。本集团扣除非经常性损益后归属于本公司股东的净利润下降约1%。2019年上半年非经常性损益主要是本公司投出用于组建合资公司的标的资产交割完成,于交割日确认的相关投资收益。","略增	","229.77亿	","2019-08-10	"
201976,利安隆,300596,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:30,068.33万元至32,931.98万元,同比上年增长:5%至15%。	","3.01亿～3.29亿	","5%	～15%		","公司2019年前三季度业绩与上年同期相比增长,业绩变动的主要原因是:公司血液制品业务以及贵州天安药业股份有限公司糖尿病用药业务、南京新百药业有限公司生化类用药业务、广东复大医药有限公司血液制品经销业务均保持稳定增长。公司预计2019年前三季度非经常性损益为1,788.00万元。","略增	","2.86亿	","2019-10-11	"
201977,湘油泵,603319,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:38,429.61万元至45,749.54万元,同比上年增长:5%至25%。	","3.84亿～4.57亿	","5%	～25%		","1、报告期内,公司各项业务稳定发展,经营业绩较上年同期呈增长趋势。2、预计公司前三季度的非经常性损益金额为-500.00万元-0.00万元,对净利润影响较小。","略增	","3.66亿	","2019-10-14	"
201978,广宇集团,2133,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:3,011.89万元–4,511.89万元,比上年同期下降:58.27%-72.14%。	","3012万～4512万	","-72.14%	～-58.27%		","1、本年度公司生猪出栏头数41.70万头,同比去年增长90.80%,出栏量增长迅速,受今年猪价低迷及非洲猪瘟影响,全年生猪销售价格下降幅度较大,导致本年度养殖业务亏损。2、本年度公司饲料销量161.81万吨,同比去年增长16.69%,受原料价格波动影响,饲料毛利率有所下降;本年度新投入使用的饲料工厂产能利用率尚未完全发挥;本年融资规模增加,银行利息支出增长较快。受上述因素影响,饲料业务营业利润同比下降。3、受公司持股10%的参股公司江苏加华种猪有限公司(以下简称“江苏加华”)发生非洲猪瘟疫情影响,公司对持有的可供出售金融资产计提减值1,200万元。","预减	","1.08亿	","2019-01-28	"
201979,全通教育,300359,normal,企业,"预计2017年1-12月归属于上市公司股东的净利润盈利135,100万元-164,912万元,同比增加42.54%-73.99%。	","13.51亿～16.49亿	","42.54%	～73.99%		","(一)非经营性损益的影响本期公司转让了联营企业家乐福的长期股权,产生投资收益39,790万元。(二)联营企业投资收益的影响公司的联营企业广发证券预计2017年度归属于母公司的净利润同比增长7.01%,公司本期按权益法核算确认的投资收益预计增加9,218万元。","预增	","9.48亿	","2018-01-30	"
201980,润达医疗,603108,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利约57945万元,,同比增长约73%。	","5.79亿	","73%		","本次业绩预增的主要原因是公司主营业务的持续增长。2018年,在消费升级的大背景下,白酒市场中高端板块实现了较快增长。公司紧紧抓住这一机遇,稳步做好产品、品牌升级及渠道管理一系列活动,主导产品水井坊臻酿八号、井台装、典藏大师版均得到较好增长。同时,坚持市场导向、终端为本及共创共享的商务策略,持续推进核心门店创新升级,为业绩增长提供了有力保障。另外,公司品牌推广再上新台阶,成立行业第一支非遗保护基金;打造“壹席”、“菁宴”两个重量级品牌盛宴,深耕高端菁英人群;再登太庙举行“传世盛典”,隆重推出“博物馆壹号”限量收藏版,公司高端化品牌战略得到持续提升。","预增	","3.35亿	","2019-01-29	"
201981,上海机电,600835,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润较上年同期有大幅下降。	","-	","-	","经公司董事会、监事会和股东大会审议,同意转让内蒙古投资100%股权及卓资风电5%股权。受此影响预计公司三季度报告累计净利润较上年同期有大幅下降。","预减	","2133万	","2019-08-17	"
201982,柯利达,603828,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:6,861.85万元至7,515.36万元,同比上年增长:5%至15%。	","6862万～7515万	","5%	～15%		","1、本报告期公司净利润较上年同期保持增长,主要是由于加强国内大客户营销力度,积极开发并推广新产品所致;同时加强控股子公司荷兰诺唯凯与法国PST业务整合,协同效应、规模效应逐步显现。2、预计2019年前三季度非经常性损益对公司净利润的影响金额约200万元。","略增	","6535万	","2019-10-15	"
201983,四方精创,300468,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:2,884.46万元至3,172.91万元,同比上年增长:0%至10%。	","2884万～3173万	","0%	～10%		","报告期内,公司积极应对市场和政策环境变化,在加大内部管理、成本控制的同时,运用品牌效应、个性化服务优势,加大了市场拓展力度,销量比上年同期提高,使报告期内主营业务收入及盈利能力平稳增长。","略增	","2884万	","2019-10-14	"
201984,京山轻机,821,normal,企业,"预计2018年1-6月归属于上市公司股东的净利润盈利:142000万元-145000万元,比上年同期增长:49.65%-52.81%。	","14.20亿～14.50亿	","49.65%	～52.81%		","上半年,随着供给侧结构性改革的深入以及环保治理力度加大,钢材市场供求关系有所改善。公司通过优化生产组织应对环保限产影响,确保生产平稳顺行;优化产品结构,提高盈利能力;深挖内部潜力,降低成本费用;加强管理,协同增效;提升服务水平,满足客户需求;2018年1-6月份公司业绩预计同比增长49.65%-52.81%,其中二季度较一季度预计环比增长181.44%-187.39%。","预增	","9.49亿	","2018-07-14	"
201985,哈高科,600095,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:7,555.97万元至11,027.63万元,同比上年下降:46%至63%。	","7556万～1.10亿	","-63%	～-46%		","公司预计2019年前三季度业绩同向下降,主要原因如下:报告期内,受国际贸易争端、产业链下游去库存等因素影响及计提股权激励费用导致净利润下降;另外,电子信息产品处于换代过渡期,在一定阶段内影响了订单量。但是,从我们了解到下游客户的情况来看,行业正在逐步恢复正常,2019年7月以来,公司订单有了较明显的恢复,公司产销量也在加速恢复之中。随着5G技术应用的加速落地,公司对未来发展充满信心。","预减	","2.04亿	","2019-10-15	"
201986,大北农,2385,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:约9,500万元至10,500万元,同比上年变动:-3.31%至6.86%。	","9500万～1.05亿	","-3.31%	～6.86%		","本公司各项业务前三季度正常开展,业绩同比变动主要原因如下:1、医药业务前三季度销售势头良好,该板块报告期营业收入预计同比增长20%左右,其归属于母公司所有者的净利润同比也有所增长;2、福州华电房地产公司担保追偿权纠纷系列案的陆续解决也对公司报告期业绩产生积极影响。同时,其余各板块公司业务正常开展。","续盈	","9826万	","2019-10-15	"
201987,杭州园林,300649,normal,企业,"预计2017年1-9月归属于上市公司股东的净利润盈利:15,562.37万元到16,662.87万元,同比上年增长:36.86%至46.54%。	","1.56亿～1.67亿	","36.86%	～46.54%		","2017年1-9月发行人经营情况将保持稳定,营业收入、净利润、扣除非经常性损益后净利润等业绩指标较2016年同期都将有所增长。公司管理层系基于合理依据,对2017年1-9月的业绩进行了预计,该业绩预计是合理和谨慎的,符合发行人的实际业务经营情况。发行人经营与财务状况正常,报表项目无异常变化,盈利能力未发生重大变化,不存在重大不利影响因素。","略增	","1.13亿	","2017-10-31	"
201988,冠农股份,600251,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润亏损:2,900万元至3,700万元,同比上年下降:275.63%至324.08%。	","-3700万～-2900万	","-324.08%	～-275.63%		","与上年同期对比业绩下降主要原因:1、本期持续非集中性交房相比去年同期减少,导致营业收入有所下降。2、本期因在建项目增加、业务拓展布局扩大,导致费用比去年同期增加。","首亏	","1651万	","2019-07-13	"
201989,苏美达,600710,normal,企业,"预计2017年1-9月归属于上市公司股东的净利润盈利: 56,651.70万元-75,535.60万元,比上年同期增长50%—100%	","5.67亿～7.55亿	","50%	～100%		","公司2017年前三季度业绩较去年同期增长的主要原因为:近年来,公司通过提高显示产品分辨率、应用In-cell/On-cell、窄边框和广视角等技术,把握市场机会,配合客户将新技术和新工艺快速导入量产,升级产品结构,提高产品附加值。","预增	","3.78亿	","2017-10-12	"
201990, ST华信,2018,ST,企业,"预计2017年1-12月归属于上市公司股东的净利润为31,896.27万元-35,440.27万元,同比增加80%-100%	","3.19亿～3.54亿	","80%	～100%		","1、公司于2016年12月完成了对广东明珠集团城镇运营开发有限公司(以下简称“城镇运营公司”)足额出资27.6亿元,根据公司与兴宁市政府签订的《兴宁市南部新城首期土地一级开发及部分公共设施建设合作协议》及相关合同约定,兴宁市政府根据公司缴纳城镇运营公司注册资本的金额按照7.36%的年利率每月向公司支付投资弥补专项资金,2017年度公司收到投资弥补专项资金较上年同期大幅增加。2、自2016年12月起,公司下属子公司发展共同合作投资业务,2017年度公司收到共同合作投资业务收入较上年同期大幅增加。","预增	","1.77亿	","2018-01-30	"
201991,河北宣工,923,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:7,862.73万元至9,292.32万元,同比上年增长:10%至30%。	","7863万～9292万	","10%	～30%		","(一)2019年1-9月,公司整体营业收入有所增长,加之并表江苏中基复合材料有限公司剩余31%股权影响,2019年1-9月公司归属于上市公司股东的净利润较上年同期有一定增长。(二)2019年1-9月,公司预计非经常性损益约300万元。","略增	","7148万	","2019-10-15	"
201992,新五丰,600975,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:7,000万元至10,500万元,同比上年下降:77.64%至85.09%。	","7000万～1.05亿	","-85.09%	～-77.64%		","本报告期内业绩较上年同期下降的主要原因如下:(1)下游客户对光纤光缆等产品的需求订单不及去年同期,产品的市场价格较去年同期下滑,导致相关业务的营收规模和综合毛利率较去年同期下降;(2)投资收益较去年同期下降。","预减	","4.70亿	","2019-10-15	"
201993,广信股份,603599,normal,企业,"预计2019年1-6月归属于上市公司股东的净利润盈利约:50,000万元,同比上年增长约:57.14%。	","5.00亿	","57.14%		","(一)随着公司市场开拓效果的显现,轮胎产品收入规模有所扩大,同时,本期原材料成本整体较上年同期有所下降,导致公司整体的盈利水平有所提升。(二)越南工厂产能发挥较好,本期销量不断增加,盈利能力较去年同期提升明显。","预增	","3.18亿	","2019-07-16	"
201994,旭升股份,603305,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润盈利:17,859万元-21,431万元,同比上年上升:50%-80%。	","1.79亿～2.14亿	","50%	～80%		","经营业绩预计期间公司辊压机(高压辊磨机)及其配套设备业务实现稳步增长,致使公司归属于上市公司股东的净利润实现相应增长。","预增	","1.19亿	","2019-10-29	"
201995,康芝药业,300086,normal,企业,"预计公司2009年上半年业绩比去年同期增长30%-60%。	","0	","30%	～60%		",-,"略增	","9130万	","2009-06-26	"
201996,现代投资,900,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利约:13,000万元,同比上年增长:56.76%。	","1.30亿	","56.76%		","绩变动的主要原因(一)主营业务影响:一方面,2019年二季度以来磷复肥、氮肥市场价格逐步下滑;2019年一季度以来因下游市场需求减弱,导致公司聚甲醛产品、甲醇产品销售价格下降,公司主要产品单位毛利环比下降。另一方面,公司生产装置的长周期运行管理取得成效,单位产品固定费用有效降低;通过优化大宗原料采购,有效降低原料采购成本;通过加强内部控制与管理,管理费用有效降低,主营业务成本竞争力得到提升;公司主要参股公司净利润同比上升,投资收益增加。以上因素导致公司经营利润水平同比略有增加。(二)非经营性损益影响:收购联营企业股权产生的收益及出售部分房产、土地收储,非经常性损益金额同比增加1,961万元。(三)会计处理对本次业绩预增没有重大影响。","预增	","8293万	","2019-10-11	"
201997,成都路桥,2628,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润盈利:74,100万元至79,700万元,同比上年下降:68.7%至70.9%。	","7.41亿～7.97亿	","-70.9%	～-68.7%		","公司预计2019年第三季度销售额将创同期历史新高,与去年同期相比增幅超过10%。第三季度强劲的营收表现有望使公司前九个月的销售额实现同比增长,并克服今年至今遭遇的种种艰难挑战,创同期历史新高。第三季度,公司在几乎所有地区的业务均呈现有力增长,销售价格继续上调,并受益于因美元对人民币走强从而对报表金额所产生的积极影响。公司在巴西和拉美其他地区继续保持强劲增长,差异化产品组合提升了公司的市场渗透率;尽管欧洲整个区域气候干旱,但公司本季度在该地区表现出色;虽然北美今年上半年遭遇严峻的天气挑战,但第三季度市场在本种植季后半段部分复苏,公司在美国和加拿大均表现不凡;安道麦在中国国内市场继续保持差异化品牌制剂产品销售额两位数的显著增长;此外,尽管许多地区面临着因荆州基地老厂区生产运行尚不平稳导致某些高需求产品供应不足的压力,但总体增长仍然强劲;而且荆州基地老厂区也正在逐步恢复生产。在销售额强劲增长的同时,公司产品组合进一步优化,但采购成本上涨部分抵消了上述积极因素。尽管因荆州老厂区产品供应不足导致销售丧失,且相关停工费用计入报表,利润相应受到影响,但第三季度税息折旧及摊销前利润(下文简称“EBITDA”)预计仍将高于去年同期;同时,随着老厂区逐步恢复生产,停工费用相应减少。第三季度财务费用预计同比增加,而税项费用减少部分抵消了该影响。公司克服今年以来在市场和供应方面遭遇的各种艰难挑战,前九个月销售额预计同比增长、创历史新高。增长的主要驱动力来自于以巴西为首的拉丁美洲与北美地区,也得益于安道麦在国内市场的品牌制剂业务增幅强有力地达到了两位数。公司继续在所有地区上调销售价格,控制生产及其他营运成本,以便缓解采购成本上涨和供应态势紧张造成的不利影响。2018年前九个月列报净利润高于今年的主要原因是一笔约15.57亿元的一次性净收益(因欧盟委员会批准中国化工收购先正达,公司于去年在欧洲区剥离若干种产品产生的收入及其关联影响)。此次剥离的收益(扣除税项和交易费用)已支付给先正达,以在欧洲区换取一批具有相似性质和经济价值的产品,因此自2018年第二季度开始每季度财务报表将记入约7000万元人民币的非现金性摊销费用(对公司业务不会产生经济影响)。如果剔除上述产品剥离和转换的影响,2018年前九个月净利润应减少14.39亿元,2019年同期净利润则应增加1.88亿元。如果扣除某些一次性/非现金项目的影响后(主要包括来自2011年中国化工集团收购安道麦农业解决方案有限公司的收购价格分摊的遗留的摊销),调整后的业绩结果如下:第三季度调整后净利润预计在2.43亿元至2.98亿元之间,基本与去年同期调整后净利润2.73亿元持平;前九个月调整后净利润预计在11.30亿元至11.86亿元之间,去年同期调整后净利润为12.72亿元。第三季度调整后基本每股收益预计在0.0991元至0.1220元之间,前九个月预计在0.4618元至0.4846元之间,去年第三季度调整后基本每股收益为0.1117元,前九个月调整后基本每股收益为0.5200元。第三季度调整后EBITDA相较去年同期预计将增加至9.81亿元至10.37亿元之间,前九个月较去年同期预计将增加至34.53亿元至35.09亿元之间。","预减	","25.42亿	","2019-10-14	"
201998,北矿科技,600980,normal,企业,"预计2007年中期净利润比去年同期增长50%以上。	","0	","50%		",-,"预增	","3156万	","2007-06-26	"
201999,飞利信,300287,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:9,500万元-12,000万元,比上年同期增长:83.09%-131.27%	","9500万～1.20亿	","83.09%	～131.27%		","公司本部及各子公司二氧化碳产品保持稳定增长,子公司海南凯美特气体有限公司(上年同期1-4月未投产)、福建福源凯美特气体有限公司、湖南凯美特气体股份有限公司特气分公司经营业绩增长所致。","预增	","5189万	","2018-10-26	"
202000,恒逸石化,703,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:11,000万元至14,000万元,同比上年下降:378.78%至454.82%。	","-1.40亿～-1.10亿	","-454.82%	～-378.78%		","1、江苏法尔胜股份有限公司(以下简称“公司”或“本公司”)2019年第二次临时股东大会审议通过了《关于债权转让暨关联交易的提案》,公司全资子公司上海摩山商业保理有限公司(以下简称“上海摩山”)将其对广东中诚实业控股有限公司(以下简称“中诚实业”)和第三方(由中诚实业及其实际控制人罗静提供连带担保,以下简称“中诚实业相关方”)的合计289,938.21万元的债权,作价289,938.21万元人民币转让给了深圳汇金创展商业保理有限公司(以下简称“汇金创展”)。上海摩山基于上述交易进行相应会计处理,计提了信用减值损失9,804.74万元。2、中诚实业实际控制人罗静被公安机关刑事拘留事件发生后,公司通过上述债权转让交易,最大程度地化解了该事件对公司的重大风险。但是该事件发生后,上海摩山的保理业务受到了较大影响,融资难度和成本增加,业务规模和收入下降,导致报告期内上海摩山业绩出现较大亏损。","首亏	","3946万	","2019-10-15	"
202001,北方稀土,600111,normal,企业,"预计2019年1-9月归属于上市公司股东的净利润亏损:4,000万元至5,000万元,同比上年下降:578%至747%。	","-5000万～-4000万	","-747%	～-578%		","经公司财务部初步计算,预计公司2019年1–9月归属于上市公司股东的净利润比去年同期下降578%–747%。变动主要原因为公司在2018年取得较大的政府补助,本期不存在此类事项所致。","增亏	","-590万	","2019-10-15	"
202002,东富龙,300171,normal,企业,"预计2016年1-12月归属于上市公司股东的净利润与上年同期相比,将减少15%到30%	","5985万～7268万	","-30%	～-15%		","2016年公司净利润下降,经财务部门初步统计,预计全年净利润较去年同期减少15%到30%。主要原因是:2016年公司继续布局、实施各项战略,打造国药精品,提高药品质量,夯实产品基础,加大研发投入等,各项投入持续加大,全年成本费用增加;同时公司持续深化营销改革,工业销售收入同比有所增长,但产品结构发生变化,其中主导产品龙牡壮骨颗粒收入较去年同期下降;子公司叶开泰国药(随州)有限公司产品结构调整,成本费用上升,导致利润下降。","略减	","8550万	","2017-01-12	"
202003,胜利精密,2426,normal,企业,"预计2019年1-12月归属于上市公司股东的净利润同比上年不确定。	","-	","-	","预测2019年度累计净利润与2018年度相比发生重大变动的原因主要是:2018年度末对公司各项资产进行了清查,对存在减值迹象的资产进行了减值测试并计提了大额减值准备,而预测2019年金额相对较小,不会对净利润造成很大影响。","不确定	","-19.69亿	","2019-10-30	"
202004,冀中能源,937,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润盈利:36,032.05万元-43,238.46万元,同比增长0%-20%。	","3.60亿～4.32亿	","0%	～20%		","致力品质服务提升,优化业务结构,推动产业升级,订单持续稳定增长,绩效提升。","略增	","3.60亿	","2018-10-30	"
202005,金科文化,300459,normal,企业,"预计2018年1-12月归属于上市公司股东的净利润不确定。	","-	","-	","因公司主营业务受证券市场波动影响较大,对年初至下一报告期期末的累计净利润变动情况难以进行准确估计。公司将根据中国证监会《关于加强上市证券公司监管的规定》(2010年修订),按月对公司主要财务信息进行披露,履行信息披露义务。","不确定	","10.64亿	","2018-10-30	"
